branch	parent	child	child_is_tip	branch_length	site	nt_distance	is_multi_hit
39	48	Miniopterus_natalensis	1	45.7977	371	0	0
0	INTERNAL	13	0	37.3318	372	0	0
1	13	14	0	12.7335	372	0	0
2	14	Pteropus_alecto	1	11.9346	372	0	0
3	14	Pteropus_vampyrus	1	11.9346	372	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	372	0	0
5	INTERNAL	68	0	7	372	0	0
6	68	25	0	45.2	372	0	0
7	25	Saccopteryx_leptura	1	9.8	372	0	0
8	25	Saccopteryx_bilineata	1	9.8	372	0	0
9	68	47	0	3.68585	372	0	0
10	47	43	0	13.8141	372	1	0
11	43	Pteronotus_mesoamericanus	1	37.5	372	0	0
12	43	34	0	9.73776	372	0	0
13	34	35	0	3.30694	372	0	0
14	35	37	0	6.6721	372	0	0
15	37	Sturnira_hondurensis	1	17.7832	372	0	0
16	37	Artibeus_jamaicensis	1	17.7832	372	0	0
17	35	36	0	13.2553	372	0	0
18	36	Phyllostomus_hastatus	1	11.2	372	0	0
19	36	Phyllostomus_discolor	1	11.2	372	0	0
20	34	Desmodus_rotundus	1	27.7622	372	0	0
21	47	63	0	5.51643	372	0	0
22	63	Molossus_molossus	1	45.7977	372	0	0
23	63	48	0	0	372	0	0
24	48	56	0	17.0412	372	0	0
25	56	57	0	10.5153	372	0	0
26	57	51	0	6.8221	372	0	0
27	51	33	0	0.83774	372	0	0
28	33	Myotis_brandtii	1	10.5814	372	0	0
29	33	Myotis_yumanensis	1	10.5814	372	0	0
30	51	Myotis_lucifugus	1	11.4192	372	0	0
31	57	49	0	4.99638	372	0	0
32	49	Myotis_davidii	1	13.2449	372	0	0
33	49	50	0	0.1449	372	0	0
34	50	Myotis_daubentonii	1	13.1	372	0	0
35	50	Myotis_myotis	1	13.1	372	0	0
36	56	60	0	2.9687	372	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	372	1	0
38	60	Eptesicus_fuscus	1	25.7878	372	0	0
39	48	Miniopterus_natalensis	1	45.7977	372	1	0
0	INTERNAL	13	0	37.3318	373	0	0
1	13	14	0	12.7335	373	0	0
2	14	Pteropus_alecto	1	11.9346	373	0	0
3	14	Pteropus_vampyrus	1	11.9346	373	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	373	0	0
5	INTERNAL	68	0	7	373	0	0
6	68	25	0	45.2	373	0	0
7	25	Saccopteryx_leptura	1	9.8	373	0	0
8	25	Saccopteryx_bilineata	1	9.8	373	0	0
9	68	47	0	3.68585	373	0	0
10	47	43	0	13.8141	373	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	373	0	0
12	43	34	0	9.73776	373	0	0
13	34	35	0	3.30694	373	0	0
14	35	37	0	6.6721	373	0	0
15	37	Sturnira_hondurensis	1	17.7832	373	0	0
16	37	Artibeus_jamaicensis	1	17.7832	373	0	0
17	35	36	0	13.2553	373	0	0
18	36	Phyllostomus_hastatus	1	11.2	373	0	0
19	36	Phyllostomus_discolor	1	11.2	373	0	0
20	34	Desmodus_rotundus	1	27.7622	373	0	0
21	47	63	0	5.51643	373	0	0
22	63	Molossus_molossus	1	45.7977	373	0	0
23	63	48	0	0	373	0	0
24	48	56	0	17.0412	373	0	0
25	56	57	0	10.5153	373	0	0
26	57	51	0	6.8221	373	0	0
27	51	33	0	0.83774	373	0	0
28	33	Myotis_brandtii	1	10.5814	373	0	0
29	33	Myotis_yumanensis	1	10.5814	373	0	0
30	51	Myotis_lucifugus	1	11.4192	373	0	0
31	57	49	0	4.99638	373	0	0
32	49	Myotis_davidii	1	13.2449	373	0	0
33	49	50	0	0.1449	373	0	0
34	50	Myotis_daubentonii	1	13.1	373	0	0
35	50	Myotis_myotis	1	13.1	373	0	0
36	56	60	0	2.9687	373	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	373	0	0
38	60	Eptesicus_fuscus	1	25.7878	373	0	0
39	48	Miniopterus_natalensis	1	45.7977	373	0	0
0	INTERNAL	13	0	37.3318	374	0	0
1	13	14	0	12.7335	374	0	0
2	14	Pteropus_alecto	1	11.9346	374	0	0
3	14	Pteropus_vampyrus	1	11.9346	374	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	374	0	0
5	INTERNAL	68	0	7	374	0	0
6	68	25	0	45.2	374	0	0
7	25	Saccopteryx_leptura	1	9.8	374	0	0
8	25	Saccopteryx_bilineata	1	9.8	374	0	0
9	68	47	0	3.68585	374	0	0
10	47	43	0	13.8141	374	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	374	0	0
12	43	34	0	9.73776	374	0	0
13	34	35	0	3.30694	374	0	0
14	35	37	0	6.6721	374	0	0
15	37	Sturnira_hondurensis	1	17.7832	374	0	0
16	37	Artibeus_jamaicensis	1	17.7832	374	0	0
17	35	36	0	13.2553	374	0	0
18	36	Phyllostomus_hastatus	1	11.2	374	0	0
19	36	Phyllostomus_discolor	1	11.2	374	0	0
20	34	Desmodus_rotundus	1	27.7622	374	0	0
21	47	63	0	5.51643	374	0	0
22	63	Molossus_molossus	1	45.7977	374	1	0
23	63	48	0	0	374	0	0
24	48	56	0	17.0412	374	0	0
25	56	57	0	10.5153	374	0	0
26	57	51	0	6.8221	374	0	0
27	51	33	0	0.83774	374	0	0
28	33	Myotis_brandtii	1	10.5814	374	0	0
29	33	Myotis_yumanensis	1	10.5814	374	0	0
30	51	Myotis_lucifugus	1	11.4192	374	0	0
31	57	49	0	4.99638	374	0	0
32	49	Myotis_davidii	1	13.2449	374	0	0
33	49	50	0	0.1449	374	0	0
34	50	Myotis_daubentonii	1	13.1	374	0	0
35	50	Myotis_myotis	1	13.1	374	0	0
36	56	60	0	2.9687	374	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	374	0	0
38	60	Eptesicus_fuscus	1	25.7878	374	0	0
39	48	Miniopterus_natalensis	1	45.7977	374	0	0
0	INTERNAL	13	0	37.3318	375	0	0
1	13	14	0	12.7335	375	0	0
2	14	Pteropus_alecto	1	11.9346	375	0	0
3	14	Pteropus_vampyrus	1	11.9346	375	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	375	0	0
5	INTERNAL	68	0	7	375	0	0
6	68	25	0	45.2	375	0	0
7	25	Saccopteryx_leptura	1	9.8	375	0	0
8	25	Saccopteryx_bilineata	1	9.8	375	0	0
9	68	47	0	3.68585	375	0	0
10	47	43	0	13.8141	375	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	375	0	0
12	43	34	0	9.73776	375	0	0
13	34	35	0	3.30694	375	0	0
14	35	37	0	6.6721	375	0	0
15	37	Sturnira_hondurensis	1	17.7832	375	0	0
16	37	Artibeus_jamaicensis	1	17.7832	375	0	0
17	35	36	0	13.2553	375	0	0
18	36	Phyllostomus_hastatus	1	11.2	375	0	0
19	36	Phyllostomus_discolor	1	11.2	375	0	0
20	34	Desmodus_rotundus	1	27.7622	375	0	0
21	47	63	0	5.51643	375	0	0
22	63	Molossus_molossus	1	45.7977	375	0	0
23	63	48	0	0	375	0	0
24	48	56	0	17.0412	375	0	0
25	56	57	0	10.5153	375	0	0
26	57	51	0	6.8221	375	0	0
27	51	33	0	0.83774	375	0	0
28	33	Myotis_brandtii	1	10.5814	375	0	0
29	33	Myotis_yumanensis	1	10.5814	375	0	0
30	51	Myotis_lucifugus	1	11.4192	375	0	0
31	57	49	0	4.99638	375	0	0
32	49	Myotis_davidii	1	13.2449	375	0	0
33	49	50	0	0.1449	375	0	0
34	50	Myotis_daubentonii	1	13.1	375	0	0
35	50	Myotis_myotis	1	13.1	375	0	0
36	56	60	0	2.9687	375	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	375	0	0
38	60	Eptesicus_fuscus	1	25.7878	375	0	0
39	48	Miniopterus_natalensis	1	45.7977	375	0	0
0	INTERNAL	13	0	37.3318	376	0	0
1	13	14	0	12.7335	376	0	0
2	14	Pteropus_alecto	1	11.9346	376	0	0
3	14	Pteropus_vampyrus	1	11.9346	376	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	376	0	0
5	INTERNAL	68	0	7	376	0	0
6	68	25	0	45.2	376	1	0
7	25	Saccopteryx_leptura	1	9.8	376	0	0
8	25	Saccopteryx_bilineata	1	9.8	376	0	0
9	68	47	0	3.68585	376	0	0
10	47	43	0	13.8141	376	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	376	0	0
12	43	34	0	9.73776	376	0	0
13	34	35	0	3.30694	376	0	0
14	35	37	0	6.6721	376	0	0
15	37	Sturnira_hondurensis	1	17.7832	376	0	0
16	37	Artibeus_jamaicensis	1	17.7832	376	0	0
17	35	36	0	13.2553	376	0	0
18	36	Phyllostomus_hastatus	1	11.2	376	0	0
19	36	Phyllostomus_discolor	1	11.2	376	0	0
20	34	Desmodus_rotundus	1	27.7622	376	0	0
21	47	63	0	5.51643	376	0	0
22	63	Molossus_molossus	1	45.7977	376	0	0
23	63	48	0	0	376	0	0
24	48	56	0	17.0412	376	0	0
25	56	57	0	10.5153	376	0	0
26	57	51	0	6.8221	376	0	0
27	51	33	0	0.83774	376	0	0
28	33	Myotis_brandtii	1	10.5814	376	0	0
29	33	Myotis_yumanensis	1	10.5814	376	0	0
30	51	Myotis_lucifugus	1	11.4192	376	0	0
31	57	49	0	4.99638	376	0	0
32	49	Myotis_davidii	1	13.2449	376	0	0
33	49	50	0	0.1449	376	0	0
34	50	Myotis_daubentonii	1	13.1	376	0	0
35	50	Myotis_myotis	1	13.1	376	0	0
36	56	60	0	2.9687	376	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	376	0	0
38	60	Eptesicus_fuscus	1	25.7878	376	0	0
39	48	Miniopterus_natalensis	1	45.7977	376	0	0
0	INTERNAL	13	0	37.3318	377	0	0
1	13	14	0	12.7335	377	0	0
2	14	Pteropus_alecto	1	11.9346	377	0	0
3	14	Pteropus_vampyrus	1	11.9346	377	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	377	0	0
5	INTERNAL	68	0	7	377	0	0
6	68	25	0	45.2	377	0	0
7	25	Saccopteryx_leptura	1	9.8	377	0	0
8	25	Saccopteryx_bilineata	1	9.8	377	0	0
9	68	47	0	3.68585	377	0	0
10	47	43	0	13.8141	377	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	377	0	0
12	43	34	0	9.73776	377	0	0
13	34	35	0	3.30694	377	0	0
14	35	37	0	6.6721	377	0	0
15	37	Sturnira_hondurensis	1	17.7832	377	0	0
16	37	Artibeus_jamaicensis	1	17.7832	377	0	0
17	35	36	0	13.2553	377	0	0
18	36	Phyllostomus_hastatus	1	11.2	377	0	0
19	36	Phyllostomus_discolor	1	11.2	377	0	0
20	34	Desmodus_rotundus	1	27.7622	377	0	0
21	47	63	0	5.51643	377	1	0
22	63	Molossus_molossus	1	45.7977	377	0	0
23	63	48	0	0	377	0	0
24	48	56	0	17.0412	377	0	0
25	56	57	0	10.5153	377	0	0
26	57	51	0	6.8221	377	0	0
27	51	33	0	0.83774	377	0	0
28	33	Myotis_brandtii	1	10.5814	377	0	0
29	33	Myotis_yumanensis	1	10.5814	377	0	0
30	51	Myotis_lucifugus	1	11.4192	377	0	0
31	57	49	0	4.99638	377	0	0
32	49	Myotis_davidii	1	13.2449	377	0	0
33	49	50	0	0.1449	377	0	0
34	50	Myotis_daubentonii	1	13.1	377	0	0
35	50	Myotis_myotis	1	13.1	377	0	0
36	56	60	0	2.9687	377	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	377	0	0
38	60	Eptesicus_fuscus	1	25.7878	377	0	0
39	48	Miniopterus_natalensis	1	45.7977	377	0	0
0	INTERNAL	13	0	37.3318	378	0	0
1	13	14	0	12.7335	378	0	0
2	14	Pteropus_alecto	1	11.9346	378	0	0
3	14	Pteropus_vampyrus	1	11.9346	378	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	378	0	0
5	INTERNAL	68	0	7	378	0	0
6	68	25	0	45.2	378	1	0
7	25	Saccopteryx_leptura	1	9.8	378	0	0
8	25	Saccopteryx_bilineata	1	9.8	378	0	0
9	68	47	0	3.68585	378	0	0
10	47	43	0	13.8141	378	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	378	0	0
12	43	34	0	9.73776	378	1	0
13	34	35	0	3.30694	378	0	0
14	35	37	0	6.6721	378	0	0
15	37	Sturnira_hondurensis	1	17.7832	378	0	0
16	37	Artibeus_jamaicensis	1	17.7832	378	1	0
17	35	36	0	13.2553	378	0	0
18	36	Phyllostomus_hastatus	1	11.2	378	0	0
19	36	Phyllostomus_discolor	1	11.2	378	0	0
20	34	Desmodus_rotundus	1	27.7622	378	0	0
21	47	63	0	5.51643	378	0	0
22	63	Molossus_molossus	1	45.7977	378	0	0
23	63	48	0	0	378	0	0
24	48	56	0	17.0412	378	0	0
25	56	57	0	10.5153	378	0	0
26	57	51	0	6.8221	378	0	0
27	51	33	0	0.83774	378	0	0
28	33	Myotis_brandtii	1	10.5814	378	0	0
29	33	Myotis_yumanensis	1	10.5814	378	0	0
30	51	Myotis_lucifugus	1	11.4192	378	0	0
31	57	49	0	4.99638	378	0	0
32	49	Myotis_davidii	1	13.2449	378	0	0
33	49	50	0	0.1449	378	0	0
34	50	Myotis_daubentonii	1	13.1	378	0	0
35	50	Myotis_myotis	1	13.1	378	0	0
36	56	60	0	2.9687	378	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	378	0	0
38	60	Eptesicus_fuscus	1	25.7878	378	0	0
39	48	Miniopterus_natalensis	1	45.7977	378	0	0
0	INTERNAL	13	0	37.3318	379	0	0
1	13	14	0	12.7335	379	0	0
2	14	Pteropus_alecto	1	11.9346	379	0	0
3	14	Pteropus_vampyrus	1	11.9346	379	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	379	0	0
5	INTERNAL	68	0	7	379	0	0
6	68	25	0	45.2	379	0	0
7	25	Saccopteryx_leptura	1	9.8	379	0	0
8	25	Saccopteryx_bilineata	1	9.8	379	0	0
9	68	47	0	3.68585	379	0	0
10	47	43	0	13.8141	379	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	379	0	0
12	43	34	0	9.73776	379	0	0
13	34	35	0	3.30694	379	1	0
14	35	37	0	6.6721	379	0	0
15	37	Sturnira_hondurensis	1	17.7832	379	0	0
16	37	Artibeus_jamaicensis	1	17.7832	379	0	0
17	35	36	0	13.2553	379	0	0
18	36	Phyllostomus_hastatus	1	11.2	379	0	0
19	36	Phyllostomus_discolor	1	11.2	379	0	0
20	34	Desmodus_rotundus	1	27.7622	379	0	0
21	47	63	0	5.51643	379	0	0
22	63	Molossus_molossus	1	45.7977	379	1	0
23	63	48	0	0	379	0	0
24	48	56	0	17.0412	379	0	0
25	56	57	0	10.5153	379	0	0
26	57	51	0	6.8221	379	0	0
27	51	33	0	0.83774	379	0	0
28	33	Myotis_brandtii	1	10.5814	379	0	0
29	33	Myotis_yumanensis	1	10.5814	379	0	0
30	51	Myotis_lucifugus	1	11.4192	379	0	0
31	57	49	0	4.99638	379	0	0
32	49	Myotis_davidii	1	13.2449	379	1	0
33	49	50	0	0.1449	379	0	0
34	50	Myotis_daubentonii	1	13.1	379	0	0
35	50	Myotis_myotis	1	13.1	379	0	0
36	56	60	0	2.9687	379	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	379	0	0
38	60	Eptesicus_fuscus	1	25.7878	379	0	0
39	48	Miniopterus_natalensis	1	45.7977	379	0	0
0	INTERNAL	13	0	37.3318	380	0	0
1	13	14	0	12.7335	380	0	0
2	14	Pteropus_alecto	1	11.9346	380	0	0
3	14	Pteropus_vampyrus	1	11.9346	380	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	380	0	0
5	INTERNAL	68	0	7	380	0	0
6	68	25	0	45.2	380	0	0
7	25	Saccopteryx_leptura	1	9.8	380	0	0
8	25	Saccopteryx_bilineata	1	9.8	380	0	0
9	68	47	0	3.68585	380	0	0
10	47	43	0	13.8141	380	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	380	0	0
12	43	34	0	9.73776	380	0	0
13	34	35	0	3.30694	380	0	0
14	35	37	0	6.6721	380	0	0
15	37	Sturnira_hondurensis	1	17.7832	380	0	0
16	37	Artibeus_jamaicensis	1	17.7832	380	0	0
17	35	36	0	13.2553	380	0	0
18	36	Phyllostomus_hastatus	1	11.2	380	0	0
19	36	Phyllostomus_discolor	1	11.2	380	0	0
20	34	Desmodus_rotundus	1	27.7622	380	0	0
21	47	63	0	5.51643	380	0	0
22	63	Molossus_molossus	1	45.7977	380	0	0
23	63	48	0	0	380	0	0
24	48	56	0	17.0412	380	0	0
25	56	57	0	10.5153	380	0	0
26	57	51	0	6.8221	380	0	0
27	51	33	0	0.83774	380	0	0
28	33	Myotis_brandtii	1	10.5814	380	0	0
29	33	Myotis_yumanensis	1	10.5814	380	0	0
30	51	Myotis_lucifugus	1	11.4192	380	0	0
31	57	49	0	4.99638	380	0	0
32	49	Myotis_davidii	1	13.2449	380	0	0
33	49	50	0	0.1449	380	0	0
34	50	Myotis_daubentonii	1	13.1	380	0	0
35	50	Myotis_myotis	1	13.1	380	0	0
36	56	60	0	2.9687	380	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	380	0	0
38	60	Eptesicus_fuscus	1	25.7878	380	0	0
39	48	Miniopterus_natalensis	1	45.7977	380	0	0
0	INTERNAL	13	0	37.3318	381	0	0
1	13	14	0	12.7335	381	0	0
2	14	Pteropus_alecto	1	11.9346	381	0	0
3	14	Pteropus_vampyrus	1	11.9346	381	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	381	0	0
5	INTERNAL	68	0	7	381	0	0
6	68	25	0	45.2	381	0	0
7	25	Saccopteryx_leptura	1	9.8	381	0	0
8	25	Saccopteryx_bilineata	1	9.8	381	0	0
9	68	47	0	3.68585	381	0	0
10	47	43	0	13.8141	381	1	0
11	43	Pteronotus_mesoamericanus	1	37.5	381	0	0
12	43	34	0	9.73776	381	0	0
13	34	35	0	3.30694	381	1	0
14	35	37	0	6.6721	381	1	0
15	37	Sturnira_hondurensis	1	17.7832	381	0	0
16	37	Artibeus_jamaicensis	1	17.7832	381	0	0
17	35	36	0	13.2553	381	0	0
18	36	Phyllostomus_hastatus	1	11.2	381	0	0
19	36	Phyllostomus_discolor	1	11.2	381	0	0
20	34	Desmodus_rotundus	1	27.7622	381	0	0
21	47	63	0	5.51643	381	0	0
22	63	Molossus_molossus	1	45.7977	381	0	0
23	63	48	0	0	381	0	0
24	48	56	0	17.0412	381	0	0
25	56	57	0	10.5153	381	0	0
26	57	51	0	6.8221	381	0	0
27	51	33	0	0.83774	381	0	0
28	33	Myotis_brandtii	1	10.5814	381	0	0
29	33	Myotis_yumanensis	1	10.5814	381	0	0
30	51	Myotis_lucifugus	1	11.4192	381	0	0
31	57	49	0	4.99638	381	0	0
32	49	Myotis_davidii	1	13.2449	381	0	0
33	49	50	0	0.1449	381	0	0
34	50	Myotis_daubentonii	1	13.1	381	0	0
35	50	Myotis_myotis	1	13.1	381	0	0
36	56	60	0	2.9687	381	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	381	0	0
38	60	Eptesicus_fuscus	1	25.7878	381	0	0
39	48	Miniopterus_natalensis	1	45.7977	381	0	0
0	INTERNAL	13	0	37.3318	382	0	0
1	13	14	0	12.7335	382	0	0
2	14	Pteropus_alecto	1	11.9346	382	0	0
3	14	Pteropus_vampyrus	1	11.9346	382	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	382	0	0
5	INTERNAL	68	0	7	382	0	0
6	68	25	0	45.2	382	2	1
7	25	Saccopteryx_leptura	1	9.8	382	0	0
8	25	Saccopteryx_bilineata	1	9.8	382	0	0
9	68	47	0	3.68585	382	0	0
10	47	43	0	13.8141	382	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	382	0	0
12	43	34	0	9.73776	382	0	0
13	34	35	0	3.30694	382	0	0
14	35	37	0	6.6721	382	0	0
15	37	Sturnira_hondurensis	1	17.7832	382	0	0
16	37	Artibeus_jamaicensis	1	17.7832	382	0	0
17	35	36	0	13.2553	382	0	0
18	36	Phyllostomus_hastatus	1	11.2	382	0	0
19	36	Phyllostomus_discolor	1	11.2	382	0	0
20	34	Desmodus_rotundus	1	27.7622	382	0	0
21	47	63	0	5.51643	382	0	0
22	63	Molossus_molossus	1	45.7977	382	1	0
23	63	48	0	0	382	0	0
24	48	56	0	17.0412	382	0	0
25	56	57	0	10.5153	382	0	0
26	57	51	0	6.8221	382	0	0
27	51	33	0	0.83774	382	0	0
28	33	Myotis_brandtii	1	10.5814	382	0	0
29	33	Myotis_yumanensis	1	10.5814	382	0	0
30	51	Myotis_lucifugus	1	11.4192	382	0	0
31	57	49	0	4.99638	382	0	0
32	49	Myotis_davidii	1	13.2449	382	0	0
33	49	50	0	0.1449	382	0	0
34	50	Myotis_daubentonii	1	13.1	382	0	0
35	50	Myotis_myotis	1	13.1	382	0	0
36	56	60	0	2.9687	382	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	382	0	0
38	60	Eptesicus_fuscus	1	25.7878	382	0	0
39	48	Miniopterus_natalensis	1	45.7977	382	1	0
0	INTERNAL	13	0	37.3318	383	0	0
1	13	14	0	12.7335	383	0	0
2	14	Pteropus_alecto	1	11.9346	383	0	0
3	14	Pteropus_vampyrus	1	11.9346	383	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	383	1	0
5	INTERNAL	68	0	7	383	0	0
6	68	25	0	45.2	383	0	0
7	25	Saccopteryx_leptura	1	9.8	383	0	0
8	25	Saccopteryx_bilineata	1	9.8	383	0	0
9	68	47	0	3.68585	383	0	0
10	47	43	0	13.8141	383	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	383	0	0
12	43	34	0	9.73776	383	0	0
13	34	35	0	3.30694	383	0	0
14	35	37	0	6.6721	383	0	0
15	37	Sturnira_hondurensis	1	17.7832	383	0	0
16	37	Artibeus_jamaicensis	1	17.7832	383	0	0
17	35	36	0	13.2553	383	0	0
18	36	Phyllostomus_hastatus	1	11.2	383	0	0
19	36	Phyllostomus_discolor	1	11.2	383	0	0
20	34	Desmodus_rotundus	1	27.7622	383	0	0
21	47	63	0	5.51643	383	0	0
22	63	Molossus_molossus	1	45.7977	383	0	0
23	63	48	0	0	383	0	0
24	48	56	0	17.0412	383	0	0
25	56	57	0	10.5153	383	0	0
26	57	51	0	6.8221	383	0	0
27	51	33	0	0.83774	383	0	0
28	33	Myotis_brandtii	1	10.5814	383	0	0
29	33	Myotis_yumanensis	1	10.5814	383	0	0
30	51	Myotis_lucifugus	1	11.4192	383	0	0
31	57	49	0	4.99638	383	0	0
32	49	Myotis_davidii	1	13.2449	383	0	0
33	49	50	0	0.1449	383	0	0
34	50	Myotis_daubentonii	1	13.1	383	0	0
35	50	Myotis_myotis	1	13.1	383	0	0
36	56	60	0	2.9687	383	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	383	0	0
38	60	Eptesicus_fuscus	1	25.7878	383	0	0
39	48	Miniopterus_natalensis	1	45.7977	383	0	0
0	INTERNAL	13	0	37.3318	384	0	0
1	13	14	0	12.7335	384	0	0
2	14	Pteropus_alecto	1	11.9346	384	0	0
3	14	Pteropus_vampyrus	1	11.9346	384	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	384	0	0
5	INTERNAL	68	0	7	384	0	0
6	68	25	0	45.2	384	0	0
7	25	Saccopteryx_leptura	1	9.8	384	0	0
8	25	Saccopteryx_bilineata	1	9.8	384	0	0
9	68	47	0	3.68585	384	0	0
10	47	43	0	13.8141	384	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	384	1	0
12	43	34	0	9.73776	384	0	0
13	34	35	0	3.30694	384	0	0
14	35	37	0	6.6721	384	0	0
15	37	Sturnira_hondurensis	1	17.7832	384	0	0
16	37	Artibeus_jamaicensis	1	17.7832	384	0	0
17	35	36	0	13.2553	384	0	0
18	36	Phyllostomus_hastatus	1	11.2	384	0	0
19	36	Phyllostomus_discolor	1	11.2	384	0	0
20	34	Desmodus_rotundus	1	27.7622	384	0	0
21	47	63	0	5.51643	384	0	0
22	63	Molossus_molossus	1	45.7977	384	0	0
23	63	48	0	0	384	0	0
24	48	56	0	17.0412	384	0	0
25	56	57	0	10.5153	384	0	0
26	57	51	0	6.8221	384	0	0
27	51	33	0	0.83774	384	0	0
28	33	Myotis_brandtii	1	10.5814	384	0	0
29	33	Myotis_yumanensis	1	10.5814	384	0	0
30	51	Myotis_lucifugus	1	11.4192	384	0	0
31	57	49	0	4.99638	384	0	0
32	49	Myotis_davidii	1	13.2449	384	0	0
33	49	50	0	0.1449	384	0	0
34	50	Myotis_daubentonii	1	13.1	384	0	0
35	50	Myotis_myotis	1	13.1	384	0	0
36	56	60	0	2.9687	384	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	384	0	0
38	60	Eptesicus_fuscus	1	25.7878	384	0	0
39	48	Miniopterus_natalensis	1	45.7977	384	0	0
0	INTERNAL	13	0	37.3318	385	0	0
1	13	14	0	12.7335	385	0	0
2	14	Pteropus_alecto	1	11.9346	385	0	0
3	14	Pteropus_vampyrus	1	11.9346	385	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	385	0	0
5	INTERNAL	68	0	7	385	0	0
6	68	25	0	45.2	385	2	1
7	25	Saccopteryx_leptura	1	9.8	385	0	0
8	25	Saccopteryx_bilineata	1	9.8	385	0	0
9	68	47	0	3.68585	385	0	0
10	47	43	0	13.8141	385	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	385	0	0
12	43	34	0	9.73776	385	0	0
13	34	35	0	3.30694	385	0	0
14	35	37	0	6.6721	385	0	0
15	37	Sturnira_hondurensis	1	17.7832	385	0	0
16	37	Artibeus_jamaicensis	1	17.7832	385	0	0
17	35	36	0	13.2553	385	0	0
18	36	Phyllostomus_hastatus	1	11.2	385	0	0
19	36	Phyllostomus_discolor	1	11.2	385	0	0
20	34	Desmodus_rotundus	1	27.7622	385	1	0
21	47	63	0	5.51643	385	0	0
22	63	Molossus_molossus	1	45.7977	385	0	0
23	63	48	0	0	385	0	0
24	48	56	0	17.0412	385	0	0
25	56	57	0	10.5153	385	0	0
26	57	51	0	6.8221	385	0	0
27	51	33	0	0.83774	385	0	0
28	33	Myotis_brandtii	1	10.5814	385	0	0
29	33	Myotis_yumanensis	1	10.5814	385	0	0
30	51	Myotis_lucifugus	1	11.4192	385	0	0
31	57	49	0	4.99638	385	0	0
32	49	Myotis_davidii	1	13.2449	385	0	0
33	49	50	0	0.1449	385	0	0
34	50	Myotis_daubentonii	1	13.1	385	0	0
35	50	Myotis_myotis	1	13.1	385	0	0
36	56	60	0	2.9687	385	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	385	0	0
38	60	Eptesicus_fuscus	1	25.7878	385	0	0
39	48	Miniopterus_natalensis	1	45.7977	385	0	0
0	INTERNAL	13	0	37.3318	386	0	0
1	13	14	0	12.7335	386	0	0
2	14	Pteropus_alecto	1	11.9346	386	0	0
3	14	Pteropus_vampyrus	1	11.9346	386	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	386	0	0
5	INTERNAL	68	0	7	386	0	0
6	68	25	0	45.2	386	0	0
7	25	Saccopteryx_leptura	1	9.8	386	0	0
8	25	Saccopteryx_bilineata	1	9.8	386	0	0
9	68	47	0	3.68585	386	0	0
10	47	43	0	13.8141	386	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	386	0	0
12	43	34	0	9.73776	386	0	0
13	34	35	0	3.30694	386	0	0
14	35	37	0	6.6721	386	0	0
15	37	Sturnira_hondurensis	1	17.7832	386	0	0
16	37	Artibeus_jamaicensis	1	17.7832	386	0	0
17	35	36	0	13.2553	386	0	0
18	36	Phyllostomus_hastatus	1	11.2	386	0	0
19	36	Phyllostomus_discolor	1	11.2	386	0	0
